20200723;82400;3591647;297729
20200722;83200;2876295;239611
20200721;84100;4181015;351360
20200720;82200;2008624;165381
20200717;82900;1579078;131041
20200716;82700;2312310;191184
20200715;83000;3024429;251924
20200714;82900;2048671;168607
20200713;83000;2080934;172500
20200710;82800;2201557;182243
20200709;83000;4002365;333614
20200708;83700;3523620;295860
20200707;84800;3196352;273457
20200706;86000;2561766;221380
20200703;85400;2195897;186506
20200702;84400;3295340;278230
20200701;85300;2382552;204997
20200630;85100;4983607;430210
20200629;83600;2932433;246770
20200626;84600;2889494;246140
20200625;84300;3397112;287641
20200624;86000;4079834;351579
20200623;84100;2955819;250909
20200622;84900;2167216;184278
20200619;85400;3216102;274017
20200618;86200;2484147;214034
20200617;86800;4160612;356041
20200616;85400;3518785;297337
20200615;82000;4710114;396586
20200612;85200;4742329;403884
20200611;88500;5467344;485630
20200610;90800;3045250;275008
20200609;89800;3410081;307723
20200608;91000;3789382;346478
20200605;90400;4000557;358740
20200604;87700;6678244;595241
20200603;88700;11642239;1012026
20200602;83300;3114162;258792
20200601;83600;4205357;349710
20200529;81500;6815185;557501
20200528;83900;9227823;776596
20200527;81400;2946278;240866
20200526;81900;3040122;247710
20200525;81400;2850294;230732
20200522;81300;3471700;283593
20200521;83400;2678953;224640
20200520;84100;3924403;327324
20200519;82700;4620614;381009
20200518;81100;5294177;426513
20200515;81900;4168866;339737
20200514;80600;6409652;520451
20200513;83600;5371416;448167
20200512;85700;3574409;303813
20200511;84500;2800047;236844
20200508;85000;5039635;425646
20200507;82400;2660512;220302
20200506;82400;3351424;274199
20200504;81000;5280026;430740
20200429;83700;3750568;315313
20200428;83400;3205535;266769
20200427;82600;3235430;266706
20200424;81400;3193144;260274
20200423;82600;6519481;542404
20200422;83900;5335787;438226
20200421;81300;5090721;412145
20200420;82000;5027876;415413
20200417;84100;6205624;525538
20200416;81300;4470072;363739
20200414;82300;3344109;276219
20200413;81400;3615318;295668
20200410;84100;3675338;307149
20200409;85000;3555538;303326
20200408;84500;3749575;320976
20200407;85800;6188649;529030
20200406;83100;5784159;472063
20200403;79600;3755301;299317
20200402;80000;5394371;423909
20200401;78400;6845675;552936
20200331;83300;5333479;446476
20200330;83700;5270037;433405
20200327;83300;8085695;673273
20200326;80700;7895289;665669
20200325;84500;8787217;723676
20200324;78700;7247345;548982
20200323;69400;8192363;571263
20200320;74800;8750101;641208
20200319;69000;11140367;779504
20200318;73100;7949482;623665
20200317;80400;7107436;569069
20200316;80600;5097762;420942
20200313;82500;8160758;651864
20200312;82800;8191818;675101
20200311;85500;5226251;452031
20200310;89100;6579153;580357
20200309;86900;6196552;544548
20200306;92600;3281612;304717
20200305;94900;4028776;381458
20200304;94300;4984561;468285
20200303;92800;5573006;524305
20200302;92100;6382279;570845
20200228;87900;8171939;730619
20200227;92800;4644449;415951
20200226;94600;6405409;607674
20200225;98000;6594059;642886
20200224;99500;5550758;553105
20200221;103000;4064719;417998
20200220;104000;3093782;322603
20200219;103500;2315634;237344
20200218;102000;2789667;285910
20200217;105000;1190162;125043
20200214;104500;1893163;196317
20200213;102000;3519491;360062
20200212;100000;2616573;261388
20200211;99800;1820578;181889
20200210;98800;1825648;179315
20200207;99300;1827393;181412
20200206;100500;2861441;284679
20200205;97700;2911995;285265
20200204;97100;3169743;305409
20200203;94700;3725535;349298
20200131;93500;4597139;437668
20200130;94000;3223436;307741
20200129;97900;2741459;268776
20200128;96300;3630362;348139
20200123;98700;2780104;275743
20200122;101000;2257478;226672
20200121;99300;1483291;147840
20200120;99900;1781639;178633
20200117;99000;2246394;224264
20200116;99200;2824804;277741
20200115;98200;2745625;270372
20200114;100500;2913343;295668
20200113;100500;2242008;222839
20200110;98900;2867925;283435
20200109;99000;3586413;352618
20200108;97400;7014748;683276
20200107;94000;2489429;235239
20200106;94300;2577573;243272
20200103;94500;3021380;289548
20200102;94700;2342070;222841
20191230;94100;1862634;176606
20191227;96000;2229470;214052
20191226;94800;1559839;147464
20191224;93800;1464093;138254
20191223;94600;1720279;162845
20191220;95000;2791176;264091
20191219;93600;4938375;468205
20191218;93000;3434310;319637
20191217;92800;5070618;466467
20191216;88600;2652685;234531
20191213;87900;5831965;509018
20191212;83400;5247299;435755
20191211;80600;2009331;162019
20191210;80700;1831960;147169
20191209;80700;2290088;185932
20191206;80600;3054204;245160
20191205;78800;3667358;289221
20191204;77700;6164549;478303
20191203;78700;11657151;901427
20191202;80500;1945991;157475
20191129;80900;2139440;173799
20191128;82800;1413983;117687
20191127;82700;1326621;109635
20191126;82300;4521090;374086
20191125;81700;2602474;213925
20191122;81700;2089767;170585
20191121;80900;3346746;271077
20191120;82700;3315169;277651
20191119;85300;2260299;193081
20191118;85500;1827506;156442
20191115;85200;2394138;203014
20191114;83400;1517137;126423
20191113;83400;1370289;113969
20191112;83200;1555211;128262
20191111;81300;2174477;176687
20191108;82300;2074339;171211
20191107;83600;1594558;133260
20191106;83500;2127745;179156
20191105;85100;1953720;166222
20191104;84700;2182879;184780
20191101;83100;1848046;152594
20191031;82000;1978755;163449
20191030;81500;1927042;157792
20191029;83000;1645070;137163
20191028;82900;1977758;164542
20191025;82900;4229200;348044
20191024;80000;3076100;244842
20191023;77700;5373911;411736
20191022;79100;3453958;272536
20191021;77500;2096581;162949
20191018;77400;13625664;1060859
20191017;81000;1713942;138923
20191016;82400;2436269;200630
20191015;81200;1518810;123129
20191014;80500;1972409;160172
20191011;80000;2186536;174974
20191010;79000;4389324;346430
20191008;80900;1816880;145883
20191007;80300;1229105;98747
20191004;80300;2430603;195630
20191002;79500;2188097;175305
20191001;82000;2370210;194332
20190930;82200;2442478;200012
20190927;81400;2625620;212450
20190926;83300;1734941;144295
20190925;81900;1644881;134929
20190924;83400;1662830;137666
20190923;82800;1413663;116784
20190920;82200;2447172;202142
20190919;82700;3612220;296219
20190918;80200;2706678;217077
20190917;79400;2538780;202137
20190916;79500;5174391;413673
20190911;82600;3650902;301126
20190910;83100;1761883;146466
20190909;84300;2642174;221936
20190906;81900;2418057;199195
20190905;83000;4068631;334886
20190904;80000;2723541;216383
20190903;77000;1611563;124041
20190902;77600;1431352;110866
20190830;77400;3839246;294972
20190829;73300;2050860;149746
20190828;73300;1380522;101235
20190827;73000;2512610;183548
20190826;71800;2645491;190588
20190823;74400;1695532;126321
20190822;73800;2309550;172136
20190821;75800;1898789;144343
20190820;76400;1694275;128501
20190819;75100;1591728;120484
20190816;76400;2015785;152870
20190814;76900;2561643;197483
20190813;74500;1304708;96997
20190812;74500;1254926;93432
20190809;73300;2100380;154086
20190808;72300;2943206;215238
20190807;73300;2692841;197411
20190806;72000;5008247;365427
20190805;75400;2889902;217839
20190802;76100;4845952;367221
20190801;77700;3397831;262934
20190731;76900;3712241;285715
20190730;78900;2371300;187185
20190729;77000;2616782;203418
20190726;79800;3095260;245515
20190725;79200;3963383;314226
20190724;77600;3562342;279731
20190723;78800;4814941;383958
20190722;78400;3213786;251713
20190719;76800;2635348;201128
20190718;74700;1902110;141643
20190717;74600;2805672;209526
20190716;76100;2450278;185620
20190715;76200;2122090;160334
20190712;74700;2638271;197951
20190711;75500;5111929;383040
20190710;72900;4346179;315159
20190709;69800;2912514;202366
20190708;67400;2202260;147694
20190705;68400;2043271;141544
20190704;70200;1503707;105265
20190703;69100;2790684;194919
20190702;71400;2495399;176912
20190701;70000;3538183;248753
20190628;69500;3117569;216061
20190627;70200;5361201;378737
20190626;68900;5024201;345733
20190625;66700;1873766;125193
20190624;66900;2164462;144646
20190621;65900;2403002;159418
20190620;67300;2773637;185584
20190619;67200;6230370;412795
20190618;63400;1549497;98636
20190617;63700;2435039;154347
20190614;63100;3686472;232820
20190613;63500;5947811;379233
20190612;65700;2437640;161332
20190611;67200;2429182;163287
20190610;66800;3091757;205706
20190607;65400;2355869;153809
20190605;65100;4832796;320294
20190604;65100;2892681;189933
20190603;66600;4020572;266028
20190531;65300;3191350;209941
20190530;65900;3023108;200327
20190529;66100;6056903;398148
20190528;65900;12052399;798361
20190527;66900;2214176;148461
20190524;67600;3339145;226125
20190523;68000;3108370;211488
20190522;68900;3128787;216749
20190521;70300;3893536;275610
20190520;70900;1970694;141290
20190517;71600;2412668;174457
20190516;71900;3467027;253184
20190515;74500;2056131;153469
20190514;74600;3712697;273538
20190513;73500;3062929;226331
20190510;74400;5702537;427348
20190509;76000;5939278;456492
20190508;80300;2731620;217328
20190507;79900;2700371;214873
20190503;80400;2481811;200277
20190502;80700;3092434;249274
20190430;79000;2960242;234230
20190429;80000;2987384;237185
20190426;78600;5183181;407123
20190425;80200;5586360;448431
20190424;78500;5318487;419932
20190423;81000;1779318;144167
20190422;80500;1887109;152273
20190419;81800;3040186;248304
20190418;79200;3295697;262300
20190417;80200;2886956;233930
20190416;80400;2206997;176848
20190415;79700;2019931;160596
20190412;78100;2317264;180753
20190411;78400;2614388;205683
20190410;78600;2689591;208606
20190409;77800;2322860;181155
20190408;77900;2663493;208215
20190405;79000;2191720;172626
20190404;78400;5436236;433083
20190403;79900;4674142;366129
20190402;76400;2719440;209409
20190401;76600;3579070;273798
20190329;74200;3214170;237522
20190328;72300;2774932;201486
20190327;73400;2744175;200493
20190326;72700;2987678;216322
20190325;72900;3752230;274999
20190322;76100;5286455;407514
20190321;75900;10030131;747351
20190320;70500;3642962;251481
20190319;68000;2285169;154076
20190318;67800;2158588;147003
20190315;68100;3645592;248339
20190314;67300;3107100;208061
20190313;66800;2851596;189893
20190312;67700;2753535;187094
20190311;66600;2869008;192103
20190308;66700;3571792;238710
20190307;68100;3402570;231244
20190306;68100;4958303;337546
20190305;69700;3465521;239906
20190304;70100;4931703;347614
20190228;70000;7869451;555873
20190227;73700;2864044;212670
20190226;75200;2483512;186162
20190225;75400;2865712;217057
20190222;76700;1882653;142869
20190221;76700;2874589;219185
20190220;75700;3134257;235674
20190219;73700;1462071;108018
20190218;74700;1772434;132309
20190215;73800;4154616;310263
20190214;77400;2313376;177070
20190213;76200;2378193;182321
20190212;75900;3526701;266900
20190211;74100;3374192;247056
20190208;73500;4012485;296342
20190207;76700;4249110;328992
20190201;75900;3349965;253946
20190131;73900;4447535;333397
20190130;75900;5304841;398381
20190129;73400;3368642;243423
20190128;71800;4972189;363935
20190125;74600;7163871;523277
20190124;70500;6914092;478710
20190123;66800;2825017;187012
20190122;66600;4047917;269605
20190121;67000;3977425;262811
20190118;64600;2263599;145716
20190117;64900;2830122;184779
20190116;64800;2478497;158653
20190115;64000;2413868;152554
20190114;62100;3282892;206236
20190111;65100;2890639;187777
20190110;65300;6034432;392382
20190109;63600;4928656;306757
20190108;59200;3062192;182103
20190107;58700;2273750;134044
20190104;58300;3388087;195336
20190103;57700;3337621;195003
20190102;60600;1934295;117459
20181228;60500;1647462;100586
20181227;61600;3047798;187157
20181226;60100;2455060;147786
20181224;60400;2101703;126480
20181221;60000;3946994;236398
20181220;58600;4889709;286887
20181219;60300;3561783;214395
20181218;61100;3098206;189538
20181217;62200;2506287;155363
20181214;61800;5617675;350131
20181213;65500;4062323;266371
20181212;66200;2901875;190429
20181211;64900;2457332;160514
20181210;65500;2206084;143790
20181207;66800;2590733;173420
20181206;66000;3902275;259458
20181205;68200;3008950;204663
20181204;69000;3222060;222470
20181203;70500;2760290;194485
20181130;69600;4167055;290569
20181129;71500;3270078;236885
20181128;71900;2441991;174587
20181127;70800;2293763;161437
20181126;70900;2361766;166558
20181123;69300;1499166;103455
20181122;69300;1966126;135869
20181121;68100;3100596;209052
20181120;67500;3325563;224462
20181119;69800;2303677;160209
20181116;70100;2894513;206073
20181115;71800;1564647;111118
20181114;70400;2783377;196825
20181113;71900;4730929;335860
20181112;74500;3328433;244858
20181109;72900;3414946;248275
20181108;72900;3930969;286590
20181107;70800;3770119;268230
20181106;70100;2624868;182737
20181105;70500;3389386;239523
20181102;72600;5334082;379044
20181101;68300;3218076;220678
20181031;68200;5038931;347143
20181030;68200;6101533;422639
20181029;66800;4252977;282241
20181026;67000;6211406;404482
20181025;64700;5859332;377923
20181024;66700;5703361;382389
20181023;69100;3175869;219820
20181022;70000;2377240;166751
20181019;70800;2688930;187610
20181018;68700;2849229;196998
20181017;70400;2653053;187956
20181016;69700;2211661;155030
20181015;70300;3727297;263150
20181012;72400;4882184;350548
20181011;69000;4936490;341178
20181010;70300;4161114;292828
20181008;71200;2856291;203126
20181005;70300;5508014;387224
20181004;70000;5778810;407565
20181002;71700;4089558;296476
20181001;73700;2970456;219264
20180928;73100;5824873;432567
20180927;75000;5841083;439298
20180921;76700;5678068;435679
20180920;79100;3392490;268695
20180919;78800;2912259;229772
20180918;78000;2450163;190008
20180917;77200;2252063;174079
20180914;77700;4124842;318001
20180913;74500;5257563;391078
20180912;75100;4330147;325309
20180911;76600;3197796;245898
20180910;76500;4167711;318047
20180907;75900;8388278;631127
20180906;78800;4516654;353118
20180905;80000;2627619;211173
20180904;81200;1903734;154443
20180903;80600;2618619;212810
20180831;83000;2303812;190305
20180830;82700;2337573;193643
20180829;82800;2330703;192501
20180828;82400;4466308;371972
20180827;83500;3070598;254583
20180824;81800;3612709;293497
20180823;81100;3272130;263690
20180822;79800;5295710;422644
20180821;78400;5663191;435301
20180820;74700;2048829;153321
20180817;74500;2647963;197869
20180816;74700;5550888;410195
20180814;75900;3206407;243940
20180813;75400;3734794;280618
20180810;75100;6785694;511788
20180809;78000;5587662;437940
20180808;79800;2804784;226131
20180807;80700;3288142;264371
20180806;79400;5910100;474807
20180803;83300;1928574;160825
20180802;83200;3373964;283595
20180801;85600;2265008;193517
20180731;86300;2804543;240319
20180730;85900;2301941;197796
20180727;86100;4943923;422783
20180726;83100;6218102;509231
20180725;80500;4154596;338891
20180724;83600;4023740;333478
20180723;81700;7076375;588794
20180720;87900;3726334;328519
20180719;90300;2383489;216437
20180718;89300;1937496;174196
20180717;88600;1570129;140120
20180716;89300;1896459;167921
20180713;88800;4535954;403598
20180712;85600;3032951;260210
20180711;86800;2037358;176787
20180710;87300;2002682;175122
20180709;87600;2127205;183951
20180706;85300;3482186;295458
20180705;86200;2059342;177452
20180704;85000;2744382;235835
20180703;86100;2817592;241239
20180702;83700;2033542;172155
20180629;85700;3003603;255025
20180628;83500;3838303;319416
20180627;85200;3798356;325862
20180626;84300;5518522;461841
20180625;84800;4420542;378253
20180622;89500;2569978;227612
20180621;88500;3274612;290122
20180620;87800;4183210;363767
20180619;84100;3824878;324432
20180618;84000;4723914;396094
20180615;87000;2945006;256442
20180614;86300;4646948;404542
20180612;88400;1876012;166594
20180611;89200;2535933;226549
20180608;88400;4579508;406697
20180607;90900;2754947;251659
20180605;91000;2758383;249932
20180604;89800;3141036;285050
20180601;91400;4790644;435440
20180531;93400;5996671;560830
20180530;95000;3808299;358342
20180529;94800;2733549;258239
20180528;94500;2505786;236671
20180525;95200;4145819;397047
20180524;94600;3220029;306757
20180523;95300;10378915;970734
20180521;89100;3262983;289545
20180518;87900;2187789;190404
20180517;86700;2864278;249978
20180516;87000;3040180;262371
20180515;84600;2239370;189446
20180514;85400;1959236;166897
20180511;86100;2107047;181614
20180510;85800;3274963;279372
20180509;83400;2284106;191564
20180508;83500;2979605;251643
20180504;83000;2696141;224378
20180503;82900;2362792;196481
20180502;83100;5444240;456706
20180430;84500;4653153;393799
20180427;87100;4961867;434696
20180426;86500;7551747;648417
20180425;82400;3845661;315690
20180424;82100;6804182;555780
20180423;84400;3002461;252484
20180420;84400;4590640;389375
20180419;87900;5901782;513552
20180418;84600;3375376;285513
20180417;82800;2501282;207410
20180416;84000;1489091;125116
20180413;84200;3032369;256895
20180412;84000;5725102;480101
20180411;81200;3053453;249613
20180410;80400;2924054;234352
20180409;80600;3231256;259649
20180406;80300;5693281;455071
20180405;82900;3255356;267911
20180404;80400;2964537;240512
20180403;81800;3553815;285148
20180402;81300;2342407;191646
20180330;81300;3681673;302666
20180329;80300;3618849;290923
20180328;80300;4820673;388614
20180327;81400;7184488;590163
20180326;84000;6121334;506370
20180323;83100;7310739;618806
20180322;88600;2698169;238880
20180321;88400;2942484;261700
20180320;89600;3083666;274081
20180319;89900;3743718;338733
20180316;89800;5006430;443289
20180315;89600;4106667;368090
20180314;90700;5939290;535698
20180313;90000;8775741;779443
20180312;84900;2744795;232740
20180309;83300;5159197;435693
20180308;83500;4440076;368776
20180307;82700;4992841;415345
20180306;82400;7588369;619123
20180305;78300;3415061;267148
20180302;77400;2673152;205505
20180228;76800;3102987;240630
20180227;78700;3395415;267744
20180226;77500;2327486;181117
20180223;77300;2404473;185510
20180222;75900;1879461;143485
20180221;76900;2653870;203359
20180220;75500;2507719;189790
20180219;76500;3350577;257927
20180214;77600;3943628;308915
20180213;77700;7814367;601762
20180212;74500;3317876;245892
20180209;73400;5118112;375781
20180208;73900;5586858;409329
20180207;71100;6007913;435869
20180206;70200;5679965;394126
20180205;70200;4058439;284979
20180202;72200;4343077;315332
20180201;74400;2987816;222344
20180131;73500;5800892;426241
20180130;73100;5443314;399864
20180129;75300;3618328;275121
20180126;75500;4296170;323616
20180125;75800;8758929;654080
20180124;72400;3802939;275481
20180123;71300;4671451;333271
20180122;71100;5610463;400294
20180119;73300;3898397;287884
20180118;75200;6199800;469683
20180117;74100;3256624;241695
20180116;74400;4383229;323576
20180115;72700;3541267;258241
20180112;74400;5659087;413386
20180111;72600;3777867;275483
20180110;72900;9123901;671242
20180109;76900;3343874;259264
20180108;78200;2960495;231535
20180105;79300;3395065;268302
20180104;77100;3729328;293228
20180103;77700;3097644;241245
20180102;76600;2014838;154679
20171228;76500;2825939;215223
20171227;75100;4291492;322814
20171226;74000;6253943;470523
20171222;76700;3382954;259843
20171221;77000;4831110;375894
20171220;80100;4375810;353498
20171219;80200;6782210;540014
20171218;77200;3237589;248538
20171215;75700;3374982;257081
20171214;76000;5552560;425703
20171213;76800;3485920;267386
20171212;77800;3746347;291497
20171211;78700;2493176;196327
20171208;78700;3660716;285432
20171207;76000;5166136;395376
20171206;77500;3934238;307971
20171205;77900;3736568;291407
20171204;79100;4115752;321366
20171201;77400;4340592;337025
20171130;76800;11213748;873085
20171129;82400;2418748;199669
20171128;82600;4083144;335957
20171127;83100;7105679;593412
20171124;85100;2073899;175598
20171123;84700;2840382;242064
20171122;86800;4592670;399213
20171121;85000;5540888;466928
20171120;82100;2988991;246425
20171117;83000;4339090;362776
20171116;82500;3053355;250788
20171115;82000;3207872;265091
20171114;83400;3399976;284025
20171113;82300;2955651;243371
20171110;82000;2357772;193578
20171109;82400;3748489;308430
20171108;83200;3396387;283884
20171107;82400;2993945;247146
20171106;83500;3131468;261569
20171103;84400;4050123;337348
20171102;83400;4464960;375221
20171101;85300;7067296;601023
20171031;82200;6620890;538902
20171030;79800;5883529;472311
20171027;78400;8929263;691692
20171026;78700;7528077;602307
20171025;81700;3914170;318922
20171024;81800;5236092;431213
20171023;84700;5388391;449716
20171020;81200;6911051;560456
20171019;79000;7675978;613846
20171018;80900;9070685;737738
20171017;83500;6802500;577271
20171016;84200;6985619;588711
20171013;86100;6101810;528412
20171012;88500;4313702;382904
20171011;89100;5500820;489732
20171010;88700;7956055;698272
20170929;82900;3579139;297280
20170928;83200;4817018;404305
20170927;82400;5029200;415283
20170926;82100;11035272;918112
20170925;86300;4656285;397045
20170922;83100;5970218;497295
20170921;83100;6961713;572135
20170920;80700;5268665;421788
20170919;79200;3934389;312427
20170918;79700;3638325;289008
20170915;77200;2725277;210049
20170914;76800;3366621;257472
20170913;75700;5682708;433948
20170912;74700;3676865;273386
20170911;73800;3321612;244932
20170908;72600;2868673;207650
20170907;71400;3877849;279598
20170906;71700;4476200;318562
20170905;69900;4026248;279157
20170904;68100;3234465;219540
20170901;68700;2304425;157969
20170831;68600;2054717;141201
20170830;68500;2118742;145005
20170829;67600;2967906;199361
20170828;67900;1843458;124792
20170825;68400;1862764;126982
20170824;68100;2333347;159210
20170823;68000;3072911;209524
20170822;68200;2208365;150016
20170821;67200;2570150;173291
20170818;67000;3130891;208106
20170817;66400;3709768;247917
20170816;66100;4714899;314032
20170814;65100;5239246;334543
20170811;61400;6664578;412802
20170810;64400;4474120;286019
20170809;64200;4037319;260752
20170808;66300;4372768;286946
20170807;64100;3518575;226135
20170804;64000;5938549;380105
20170803;65500;4992104;329494
20170802;68000;4161592;281335
20170801;65500;3744523;245937
20170731;66000;4769724;311775
20170728;64600;8093780;529573
20170727;68400;6177375;422605
20170726;66800;9659618;655042
20170725;70400;6028435;430841
20170724;73000;3598173;260436
20170721;71200;1599111;113487
20170720;71300;1647153;117296
20170719;71000;2009799;141784
20170718;70800;2066194;146852
20170717;71200;2804598;199068
20170714;71100;2931832;209076
20170713;70600;5432312;384126
20170712;68900;3462150;238604
20170711;69000;3187332;217624
20170710;67300;2667048;178452
20170707;66600;3242213;217837
20170706;68100;4048922;276424
20170705;68000;4557456;306514
20170704;65800;2895782;190871
20170703;66300;3763473;248131
20170630;67400;3230282;217340
20170629;68500;3702501;251084
20170628;67200;5520578;374804
20170627;69200;4951341;339377
20170626;67500;3516630;234091
20170623;65000;3189590;205415
20170622;65000;4977159;326647
20170621;64800;5650669;364463
20170620;64000;6519471;421413
20170619;62800;5315543;331927
20170616;60500;3932203;238639
20170615;60600;4549233;273602
20170614;59300;4441904;263820
20170613;58800;3431811;198717
20170612;57500;2650404;152099
20170609;58300;4799560;277060
20170608;56700;3943311;223290
20170607;56500;3040030;171075
20170605;56100;2525078;142112
20170602;57100;2481215;141284
20170601;56400;2006611;113247
20170531;57000;3314659;189596
20170530;57400;2368225;135612
20170529;57900;3294700;191428
20170526;57100;3145737;178594
20170525;55800;1996135;111866
20170524;55800;2324952;130097
20170523;55100;2410542;133654
20170522;56000;2544180;140824
20170519;54200;2860160;156512
20170518;55700;3494997;190530
20170517;54700;2485465;136384
20170516;55300;2546047;142369
20170515;55600;1542366;85740
20170512;55300;2303244;128048
20170511;56400;3509393;196024
20170510;55600;4766870;269366
20170508;56900;3818771;215785
20170504;55900;2780438;154746
20170502;55400;4347745;240957
20170428;54000;3573387;192751
20170427;53600;2743963;146919
20170426;53700;5609007;301324
20170425;52400;5312931;276790
20170424;52400;3158545;165871
20170421;52000;3834454;199520
20170420;51400;3573280;181798
20170419;49850;1587172;79511
20170418;50200;1899560;94571
20170417;49200;2002100;98909
20170414;49800;2845128;142925
20170413;49750;2367158;117066
20170412;49000;1694663;82703
20170411;48850;2384127;116512
20170410;49000;1824895;89823
20170407;49800;2645476;130596
20170406;49400;2991825;147942
20170405;50300;2758658;138832
20170404;51000;2192884;113279
20170403;51800;2361892;121772
20170331;50500;2682196;135005
20170330;50900;2204243;111738
20170329;51300;4154277;213973
20170328;50800;2862493;144901
20170327;50700;5607032;283732
20170324;49500;5174622;257342
20170323;48450;2473925;120261
20170322;48650;4157526;200270
20170321;47550;3720816;177516
20170320;47600;3929405;184851
20170317;46750;8098258;381153
20170316;49150;3458839;169452
20170315;48800;4688787;229712
20170314;50300;4024138;204683
20170313;51000;4948062;249891
20170310;49200;3849912;188168
20170309;48000;2957372;142837
20170308;48000;3728263;179926
20170307;48800;3439908;167476
20170306;49350;5045970;246488
20170303;47100;3937032;186640
20170302;47700;7093071;335247
20170228;46700;5588155;262884
20170227;46000;7604699;351360
20170224;47500;7707747;371299
20170223;50200;3374139;168174
20170222;50600;2678429;136898
20170221;50900;2227708;112330
20170220;49900;2265276;113363
20170217;50400;4927937;249570
20170216;49600;4840918;237306
20170215;47900;8725221;418959
20170214;48450;8593878;422149
20170213;50700;4124290;208281
20170210;50000;9120878;465449
20170209;52700;6547266;347820
20170208;54600;3552260;190289
20170207;53300;2405891;129381
20170206;53700;1897002;102086
20170203;53700;3718619;196280
20170202;52800;3486140;185564
20170201;54000;2813046;152599
20170131;53700;4118790;221429
20170126;53300;4517114;239592
20170125;51700;2715809;141446
20170124;51600;3449130;177617
