20210222;069620;156500
20210219;069620;136000
20210218;069620;137500
20210217;069620;137500
20210216;069620;141000
20210215;069620;147500
20210210;069620;149500
20210209;069620;149000
20210208;069620;150000
20210205;069620;153000
20210204;069620;150500
20210203;069620;159500
20210202;069620;161500
20210201;069620;157500
20210129;069620;151500
20210128;069620;156500
20210127;069620;163000
20210126;069620;169000
20210125;069620;163000
20210122;069620;158000
20210121;069620;161000
20210120;069620;162500
20210119;069620;160000
20210118;069620;166000
20210115;069620;174000
20210114;069620;170000
20210113;069620;167500
20210112;069620;174000
20210111;069620;168000
20210108;069620;175500
20210107;069620;180500
20210106;069620;184000
20210105;069620;190500
20210104;069620;172000
20201230;069620;165000
20201229;069620;164500
20201228;069620;154500
20201224;069620;157000
20201223;069620;167000
20201222;069620;238500
20201221;069620;275500
20201218;069620;212000
20201217;069620;175500
20201216;069620;135000
20201215;069620;135000
20201214;069620;133500
20201211;069620;142500
20201210;069620;139000
20201209;069620;117000
20201208;069620;111000
20201207;069620;119000
20201204;069620;118500
20201203;069620;113500
20201202;069620;110500
20201201;069620;111000
20201130;069620;103500
20201127;069620;102000
20201126;069620;104000
20201125;069620;102500
20201124;069620;97300
20201123;069620;97500
20201120;069620;96300
20201119;069620;95700
20201118;069620;94800
20201117;069620;92200
20201116;069620;95100
20201113;069620;94200
20201112;069620;95300
20201111;069620;94400
20201110;069620;95000
20201109;069620;96300
20201106;069620;96200
20201105;069620;97200
20201104;069620;95100
20201103;069620;92700
20201102;069620;90800
20201030;069620;91200
20201029;069620;93400
20201028;069620;92900
20201027;069620;90400
20201026;069620;91900
20201023;069620;100000
20201022;069620;101000
20201021;069620;102500
20201020;069620;103500
20201019;069620;102000
20201016;069620;100500
20201015;069620;101500
20201014;069620;105500
20201013;069620;107500
20201012;069620;108000
20201008;069620;106500
20201007;069620;107000
20201006;069620;106500
20201005;069620;106500
20200929;069620;105000
20200928;069620;102500
20200925;069620;102000
20200924;069620;99600
20200923;069620;106500
20200922;069620;110500
20200921;069620;115000
20200918;069620;115500
20200917;069620;113500
20200916;069620;115500
20200915;069620;117000
20200914;069620;116500
20200911;069620;116000
20200910;069620;116000
20200909;069620;116500
20200908;069620;117500
20200907;069620;119000
20200904;069620;116000
20200903;069620;118000
20200902;069620;116000
20200901;069620;115500
20200831;069620;116000
20200828;069620;113000
20200827;069620;113500
20200826;069620;116500
20200825;069620;119000
20200824;069620;120500
20200821;069620;117000
20200820;069620;115000
20200819;069620;111500
20200818;069620;110500
20200814;069620;117000
20200813;069620;115000
20200812;069620;116500
20200811;069620;118500
20200810;069620;118500
20200807;069620;117000
20200806;069620;135000
20200805;069620;113000
20200804;069620;109500
20200803;069620;106500
20200731;069620;110000
20200730;069620;112000
20200729;069620;111000
20200728;069620;109500
20200727;069620;109500
20200724;069620;111500
20200723;069620;110000
20200722;069620;107000
20200721;069620;107500
20200720;069620;107500
20200717;069620;106000
20200716;069620;107000
20200715;069620;109000
20200714;069620;109000
20200713;069620;107000
20200710;069620;108000
20200709;069620;108500
20200708;069620;107500
20200707;069620;110500
20200706;069620;133500
20200703;069620;125500
20200702;069620;126000
20200701;069620;125500
20200630;069620;132500
20200629;069620;139000
20200626;069620;139500
20200625;069620;136000
20200624;069620;137000
20200623;069620;138000
20200622;069620;136500
20200619;069620;141000
20200618;069620;146500
20200617;069620;141500
20200616;069620;142500
20200615;069620;137000
20200612;069620;147500
20200611;069620;146000
20200610;069620;142000
20200609;069620;148500
20200608;069620;135000
20200605;069620;143000
20200604;069620;110000
20200603;069620;110000
20200602;069620;106500
20200601;069620;103000
20200529;069620;102500
20200528;069620;108000
20200527;069620;105500
20200526;069620;102000
20200525;069620;101000
20200522;069620;102000
20200521;069620;102500
20200520;069620;103000
20200519;069620;104000
20200518;069620;104000
20200515;069620;108000
20200514;069620;103000
20200513;069620;101500
20200512;069620;102500
20200511;069620;102500
20200508;069620;105000
20200507;069620;105000
20200506;069620;104500
20200504;069620;103000
20200429;069620;107000
20200428;069620;109500
20200427;069620;112500
20200424;069620;112500
20200423;069620;113500
20200422;069620;116000
20200421;069620;107000
20200420;069620;113500
20200417;069620;104500
20200416;069620;108500
20200414;069620;106000
20200413;069620;95100
20200410;069620;95100
20200409;069620;95300
20200408;069620;93900
20200407;069620;95000
20200406;069620;90200
20200403;069620;86000
20200402;069620;83700
20200401;069620;83800
20200331;069620;84700
20200330;069620;82800
20200327;069620;80900
20200326;069620;79900
20200325;069620;78600
20200324;069620;73500
20200323;069620;67900
20200320;069620;66600
20200319;069620;64000
20200318;069620;73400
20200317;069620;75800
20200316;069620;80000
20200313;069620;88400
20200312;069620;84000
20200311;069620;91800
20200310;069620;96800
20200309;069620;98500
20200306;069620;101500
20200305;069620;101000
20200304;069620;100000
20200303;069620;111000
20200302;069620;115000
20200228;069620;105000
20200227;069620;108500
20200226;069620;110000
20200225;069620;111500
20200224;069620;110000
20200221;069620;117500
20200220;069620;118000
20200219;069620;119500
20200218;069620;118000
20200217;069620;118000
20200214;069620;119500
20200213;069620;117000
20200212;069620;120000
20200211;069620;119500
20200210;069620;119000
20200207;069620;119000
20200206;069620;120500
20200205;069620;116500
20200204;069620;118500
20200203;069620;118000
20200131;069620;118000
20200130;069620;121500
20200129;069620;125000
20200128;069620;124500
20200123;069620;126000
20200122;069620;127000
20200121;069620;124000
20200120;069620;136000
20200117;069620;138500
20200116;069620;137500
20200115;069620;139500
20200114;069620;140000
20200113;069620;141500
20200110;069620;139000
20200109;069620;130500
20200108;069620;129500
20200107;069620;134000
20200106;069620;132000
20200103;069620;135500
20200102;069620;136500
20191230;069620;137500
