20210222;392000;682056;271280
20210219;398000;1047043;410157
20210218;388000;1020222;399927
20210217;392000;1161595;453918
20210216;394000;1567108;624093
20210215;385500;1172475;449539
20210210;366500;1147417;419083
20210209;358500;667655;239484
20210208;357500;712484;256928
20210205;362500;982325;356920
20210204;358000;1160116;418468
20210203;370500;1197680;438797
20210202;362500;1951062;712826
20210201;348000;988630;343584
20210129;343000;1607894;563409
20210128;355000;2285696;805428
20210127;341500;1149246;396932
20210126;342000;1247284;427933
20210125;349000;1593848;554410
20210122;343500;3303950;1126878
20210121;322500;1941446;624528
20210120;308000;885472;271513
20210119;308000;880238;268965
20210118;300500;864969;261980
20210115;306000;1106810;343490
20210114;318000;1548585;494982
20210113;314000;1894304;592381
20210112;304000;1573299;472267
20210111;309000;2765169;864780
20210108;312000;3175396;966380
20210107;289500;1155734;334436
20210106;290000;1375856;405202
20210105;292500;912657;263681
20210104;293000;947178;274636
20201230;292500;1190327;345788
20201229;283000;506090;142909
20201228;281000;537848;151111
20201224;282000;453095;127855
20201223;284000;508019;144710
20201222;284000;750095;216616
20201221;284000;473545;133982
20201218;282500;487305;137869
20201217;285000;522344;148273
20201216;285500;381896;108763
20201215;283000;491995;139876
20201214;286000;555272;160308
20201211;290000;503588;145874
20201210;286000;959427;275249
20201209;288000;533304;152722
20201208;285000;566981;162586
20201207;289500;821860;240096
20201204;294000;1174932;343892
20201203;287000;740985;211714
20201202;283500;601596;170366
20201201;285500;709278;201530
20201130;277500;1176272;328945
20201127;284500;417510;118869
20201126;285500;797094;226073
20201125;278500;909937;256106
20201124;282500;809745;229452
20201123;281500;565213;158965
20201120;281000;439077;123160
20201119;280500;520114;146190
20201118;281000;912899;256459
20201117;275000;816320;224865
20201116;278000;887878;247465
20201113;281000;710865;199086
20201112;279000;1016673;285804
20201111;280000;1183499;331859
20201110;283000;1728995;491947
20201109;298000;678531;203474
20201106;301000;968971;293172
20201105;299000;1082388;320600
20201104;298500;1623712;475495
20201103;283000;1066923;301242
20201102;285500;503831;144652
20201030;290000;939833;275981
20201029;298500;785050;234070
20201028;298500;698195;204355
20201027;283500;2071432;592568
20201026;281500;349163;98887
20201023;286500;451654;130367
20201022;293000;416425;122388
20201021;297500;640501;190069
20201020;290000;535870;153114
20201019;286000;434420;126233
20201016;293500;446832;131389
20201015;292500;624097;183438
20201014;298500;759464;226919
20201013;295000;636487;187812
20201012;292000;914860;271287
20201008;301000;756735;228655
20201007;305000;534644;161653
20201006;305000;868540;262496
20201005;298500;906516;267078
20200929;296500;765489;227160
20200928;298500;724465;216677
20200925;295000;648182;190146
20200924;294000;848971;247261
20200923;296500;984136;287770
20200922;284500;864846;247454
20200921;292000;656024;194380
20200918;298000;750488;224009
20200917;300500;823516;247808
20200916;307000;696219;214033
20200915;312000;797985;247446
20200914;303000;608816;183968
20200911;306000;517023;156745
20200910;307500;834946;256821
20200909;304500;925825;282303
20200908;311000;989171;307562
20200907;314500;1308247;414432
20200904;328500;1174337;386840
20200903;339000;776547;260315
20200902;332500;808064;267180
20200901;324500;691864;224807
20200831;322500;1528978;501802
20200828;333000;969408;322883
20200827;337000;1232239;420457
20200826;334000;1155853;385114
20200825;325000;897649;288284
20200824;320000;783392;248512
20200821;312500;781961;243884
20200820;305500;1186809;369136
20200819;315000;941038;294012
20200818;307500;1494966;466797
20200814;305000;608156;185401
20200813;307000;1406370;431870
20200812;305000;856711;262002
20200811;311500;665863;207633
20200810;313500;968592;300187
20200807;314000;1063254;337763
20200806;322000;1032045;327503
20200805;313500;809939;252511
20200804;311000;1330818;416682
20200803;314500;1341104;414200
20200731;301000;1567503;470402
20200730;294000;1150474;337799
20200729;292000;964066;277838
20200728;288000;978238;282134
20200727;284500;691075;196093
20200724;281000;1233584;349350
20200723;284000;1396607;392800
20200722;270000;905784;242470
20200721;270000;1179638;319523
20200720;263000;1556415;412992
20200717;276000;926932;255308
20200716;273000;1338814;370524
20200715;286500;1276196;365509
20200714;287000;1360849;391150
20200713;297000;1254800;371276
20200710;299000;2120904;636152
20200709;287500;2006662;580638
20200708;282500;1353345;379185
20200707;279500;1365047;387293
20200706;281500;1211636;343378
20200703;277500;971940;270002
20200702;277000;1015829;278931
20200701;269000;655711;177472
20200630;267000;862860;230249
20200629;264000;814814;216894
20200626;269000;937593;252349
20200625;269500;1196267;325381
20200624;279000;995065;274364
20200623;276000;2104075;588371
20200622;270000;1841479;485816
20200619;249500;919945;227163
20200618;247500;744330;185524
20200617;251000;1357900;337948
20200616;243500;1155474;278621
20200615;231500;1311773;312067
20200612;242000;1318334;312801
20200611;240500;1423978;346204
